match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,Year
New Zealand Vs India,New Zealand,Mitchell Santner,3,0,32,2,10.66,6,3,1,2,0,2019
New Zealand Vs India,New Zealand,Tim Southee,4,0,47,0,11.75,5,5,2,2,0,2019
New Zealand Vs India,New Zealand,Scott Kuggeleijn,4,0,37,1,9.25,7,3,2,0,0,2019
New Zealand Vs India,New Zealand,Blair Tickner,4,0,34,1,8.50,8,1,2,2,0,2019
New Zealand Vs India,New Zealand,Ish Sodhi,2,0,30,0,15.00,3,0,4,1,0,2019
New Zealand Vs India,New Zealand,Daryl Mitchell,3,0,27,2,9.00,5,1,2,0,0,2019
New Zealand Vs India,India,Bhuvneshwar Kumar,4,0,29,1,7.25,8,1,1,3,0,2019
New Zealand Vs India,India,Khaleel Ahmed,4,0,27,2,6.75,10,2,1,0,0,2019
New Zealand Vs India,India,Hardik Pandya,4,0,36,1,9.00,4,3,0,4,0,2019
New Zealand Vs India,India,Krunal Pandya,4,0,28,3,7.00,8,0,2,0,0,2019
New Zealand Vs India,India,Yuzvendra Chahal,4,0,37,0,9.25,5,2,2,1,0,2019
New Zealand Vs India,New Zealand,Tim Southee,4,0,34,0,8.50,9,4,1,1,0,2019
New Zealand Vs India,New Zealand,Scott Kuggeleijn,3.5,0,32,0,8.34,8,3,1,1,0,2019
New Zealand Vs India,New Zealand,Lockie Ferguson,4,0,31,1,7.75,8,1,1,1,0,2019
New Zealand Vs India,New Zealand,Mitchell Santner,2,0,16,0,8.00,1,0,1,0,0,2019
New Zealand Vs India,New Zealand,Ish Sodhi,4,0,31,1,7.75,6,1,1,2,0,2019
New Zealand Vs India,New Zealand,Daryl Mitchell,1,0,15,1,15.00,2,2,1,0,0,2019
New Zealand Vs India,India,Bhuvneshwar Kumar,4,0,47,1,11.75,7,3,3,2,0,2019
New Zealand Vs India,India,Khaleel Ahmed,4,0,48,1,12.00,7,5,3,0,0,2019
New Zealand Vs India,India,Krunal Pandya,4,0,37,1,9.25,7,1,3,0,0,2019
New Zealand Vs India,India,Hardik Pandya,4,0,51,2,12.75,7,3,4,3,0,2019
New Zealand Vs India,India,Yuzvendra Chahal,4,0,35,1,8.75,4,2,1,0,0,2019
New Zealand Vs India,New Zealand,Tim Southee,4,0,17,3,4.25,16,3,0,0,0,2019
New Zealand Vs India,New Zealand,Scott Kuggeleijn,2,0,34,0,17.00,3,3,3,0,0,2019
New Zealand Vs India,New Zealand,Lockie Ferguson,4,0,22,2,5.50,13,2,1,0,0,2019
New Zealand Vs India,New Zealand,Mitchell Santner,4,0,24,2,6.00,13,1,2,0,0,2019
New Zealand Vs India,New Zealand,Daryl Mitchell,2.2,0,13,1,5.57,4,0,0,0,1,2019
New Zealand Vs India,New Zealand,Ish Sodhi,3,0,26,2,8.66,7,2,1,3,0,2019
Australia Vs India,India,Bhuvneshwar Kumar,4,0,33,0,8.25,7,5,0,0,0,2023
Australia Vs India,India,Khaleel Ahmed,4,0,35,0,8.75,10,5,0,4,0,2023
Australia Vs India,India,Jasprit Bumrah,4,0,38,0,9.50,5,5,0,1,0,2023
Australia Vs India,India,Kuldeep Yadav,4,0,19,1,4.75,13,1,0,2,0,2023
Australia Vs India,India,Krunal Pandya,4,0,36,4,9.00,5,5,0,1,0,2023
Australia Vs India,Australia,Mitchell Starc,4,0,26,1,6.50,11,3,0,1,0,2023
Australia Vs India,Australia,Nathan Coulter-Nile,3,0,40,0,13.33,5,3,3,1,0,2023
Australia Vs India,Australia,Marcus Stoinis,1,0,22,0,22.00,1,2,2,1,0,2023
Australia Vs India,Australia,Adam Zampa,4,1,22,1,5.50,11,1,0,1,0,2023
Australia Vs India,Australia,Glenn Maxwell,4,0,25,1,6.25,8,0,1,0,0,2023
Australia Vs India,Australia,Andrew Tye,3.4,0,32,1,8.72,11,3,2,1,0,2023
Australia Vs Info,Info,Bhuvneshwar Kumar,3,0,20,2,6.66,11,0,2,1,0,2023
Australia Vs Info,Info,Khaleel Ahmed,4,0,39,2,9.75,12,5,1,4,0,2023
Australia Vs Info,Info,Jasprit Bumrah,4,0,20,1,5.00,16,2,0,1,0,2023
Australia Vs Info,Info,Kuldeep Yadav,4,0,23,1,5.75,12,1,1,1,0,2023
Australia Vs Info,Info,Krunal Pandya,4,0,26,1,6.50,7,2,0,1,0,2023
Australia Vs India,India,Bhuvneshwar Kumar,3,0,15,0,5.00,10,2,0,0,0,2023
Australia Vs India,India,Jasprit Bumrah,3,0,21,1,7.00,7,2,0,0,0,2023
Australia Vs India,India,Khaleel Ahmed,3,0,42,1,14.00,5,3,3,2,0,2023
Australia Vs India,India,Kuldeep Yadav,4,0,24,2,6.00,9,1,0,2,0,2023
Australia Vs India,India,Krunal Pandya,4,0,55,0,13.75,5,0,6,1,0,2023
Australia Vs India,Australia,Jason Behrendorff,4,0,43,1,10.75,9,6,1,0,0,2023
Australia Vs India,Australia,Billy Stanlake,3,0,27,1,9.00,7,2,1,1,1,2023
Australia Vs India,Australia,Andrew Tye,3,0,47,1,15.66,3,6,2,3,0,2023
Australia Vs India,Australia,Adam Zampa,4,0,22,2,5.50,11,1,0,0,1,2023
Australia Vs India,Australia,Marcus Stoinis,3,0,27,2,9.00,4,2,0,2,1,2023
West Indies Vs India,India,Khaleel Ahmed,4,0,37,0,9.25,12,4,2,1,0,2023
West Indies Vs India,India,Washington Sundar,4,0,33,1,8.25,13,3,1,3,0,2023
West Indies Vs India,India,Bhuvneshwar Kumar,4,0,39,0,9.75,7,4,2,0,0,2023
West Indies Vs India,India,Krunal Pandya,4,0,40,0,10.00,7,1,3,3,0,2023
West Indies Vs India,India,Yuzvendra Chahal,4,0,28,2,7.00,8,1,1,3,0,2023
West Indies Vs India,West Indies,Khary Pierre,2,0,13,0,6.50,8,3,0,0,0,2023
West Indies Vs India,West Indies,Oshane Thomas,4,0,43,1,10.75,9,5,2,1,1,2023
West Indies Vs India,West Indies,Keemo Paul,4,0,32,2,8.00,8,3,1,0,0,2023
West Indies Vs India,West Indies,Carlos Brathwaite,4,0,41,0,10.25,9,6,0,3,1,2023
West Indies Vs India,West Indies,Kieron Pollard,3,0,29,0,9.66,4,3,1,0,0,2023
West Indies Vs India,West Indies,Fabian Allen,3,0,23,1,7.66,3,0,1,0,0,2023
India Vs West Indies,West Indies,Oshane Thomas,4,1,27,0,6.75,13,3,1,0,1,2023
India Vs West Indies,West Indies,Keemo Paul,4,0,30,0,7.50,6,1,0,2,1,2023
India Vs West Indies,West Indies,Khary Pierre,4,0,49,1,12.25,5,3,3,3,0,2023
India Vs West Indies,West Indies,Carlos Brathwaite,4,0,56,0,14.00,1,6,2,1,0,2023
India Vs West Indies,West Indies,Fabian Allen,4,0,33,1,8.25,8,1,2,1,0,2023
India Vs West Indies,India,Bhuvneshwar Kumar,4,0,12,2,3.00,18,0,1,0,0,2023
India Vs West Indies,India,Khaleel Ahmed,4,0,30,2,7.50,11,5,0,1,0,2023
India Vs West Indies,India,Jasprit Bumrah,4,0,20,2,5.00,14,3,0,1,0,2023
India Vs West Indies,India,Krunal Pandya,4,0,23,0,5.75,12,1,0,2,0,2023
India Vs West Indies,India,Kuldeep Yadav,4,0,32,2,8.00,14,2,3,0,0,2023
West Indies Vs India,India,Umesh Yadav,4,0,36,1,9.00,10,7,0,0,0,2023
West Indies Vs India,India,Khaleel Ahmed,4,1,16,1,4.00,16,2,0,1,0,2023
West Indies Vs India,India,Jasprit Bumrah,4,0,27,1,6.75,9,3,0,0,0,2023
West Indies Vs India,India,Krunal Pandya,4,0,15,1,3.75,16,0,1,2,0,2023
West Indies Vs India,India,Kuldeep Yadav,4,0,13,3,3.25,15,1,0,0,0,2023
West Indies Vs India,West Indies,Oshane Thomas,4,0,21,2,5.25,17,2,1,1,0,2023
West Indies Vs India,West Indies,Keemo Paul,3.5,0,30,0,7.82,7,3,0,2,0,2023
West Indies Vs India,West Indies,Carlos Brathwaite,4,1,11,2,2.75,18,1,0,1,0,2023
West Indies Vs India,West Indies,Khary Pierre,4,0,16,1,4.00,12,1,0,0,0,2023
West Indies Vs India,West Indies,Kieron Pollard,1,0,12,0,12.00,3,3,0,0,0,2023
West Indies Vs India,West Indies,Fabian Allen,1,0,11,0,11.00,0,1,0,0,0,2023
England Vs India,India,Deepak Chahar,4,0,43,1,10.75,10,4,3,0,1,2023
England Vs India,India,Umesh Yadav,4,0,48,1,12.00,9,6,3,0,0,2023
England Vs India,India,Siddarth Kaul,4,0,35,2,8.75,9,3,2,0,0,2023
England Vs India,India,Hardik Pandya,4,0,38,4,9.50,11,3,3,0,0,2023
England Vs India,India,Yuzvendra Chahal,4,0,30,0,7.50,9,3,1,0,0,2023
England Vs India,England,David Willey,3,0,37,1,12.33,6,5,2,0,0,2023
England Vs India,England,Jake Ball,3,0,39,1,13.00,3,6,1,0,0,2023
England Vs India,England,Chris Jordan,3.4,0,40,1,10.90,9,2,4,1,0,2023
England Vs India,England,Liam Plunkett,3,0,42,0,14.00,2,3,3,0,0,2023
England Vs India,England,Ben Stokes,2,0,11,0,5.50,4,1,0,0,0,2023
England Vs India,England,Adil Rashid,4,0,32,0,8.00,6,2,1,0,0,2023
India Vs England,England,David Willey,4,0,18,1,4.50,12,0,0,0,0,2023
India Vs England,England,Jake Ball,4,0,44,1,11.00,4,5,1,2,1,2023
India Vs England,England,Liam Plunkett,4,0,17,1,4.25,14,2,0,0,0,2023
India Vs England,England,Chris Jordan,4,0,34,0,8.50,6,1,2,0,0,2023
India Vs England,England,Adil Rashid,4,0,29,1,7.25,10,2,1,0,0,2023
India Vs England,India,Umesh Yadav,4,0,36,2,9.00,12,6,1,0,0,2023
India Vs England,India,Bhuvneshwar Kumar,3.4,0,19,1,5.18,11,1,1,0,0,2023
India Vs England,India,Hardik Pandya,4,0,28,1,7.00,6,1,0,0,0,2023
India Vs England,India,Yuzvendra Chahal,4,0,28,1,7.00,10,2,1,1,0,2023
India Vs England,India,Kuldeep Yadav,4,0,34,0,8.50,9,1,3,0,0,2023
England Vs India,India,Bhuvneshwar Kumar,4,0,45,0,11.25,8,5,1,4,0,2023
England Vs India,India,Umesh Yadav,4,0,21,2,5.25,12,3,0,0,0,2023
England Vs India,India,Yuzvendra Chahal,4,0,34,0,8.50,7,3,1,1,0,2023
England Vs India,India,Hardik Pandya,4,0,33,1,8.25,10,4,1,0,0,2023
England Vs India,India,Kuldeep Yadav,4,0,24,5,6.00,13,1,1,0,0,2023
England Vs India,England,David Willey,4,0,30,1,7.50,7,3,0,2,0,2023
England Vs India,England,Chris Jordan,4,0,27,0,6.75,11,2,1,0,0,2023
England Vs India,England,Liam Plunkett,4,0,42,0,10.50,9,5,2,2,0,2023
England Vs India,England,Adil Rashid,4,0,25,1,6.25,10,2,1,0,0,2023
England Vs India,England,Moeen Ali,2.2,0,37,0,15.85,0,2,3,0,0,2023
India Vs Ireland,Ireland,Simi Singh,2,0,32,0,16.00,1,3,2,2,0,2023
India Vs Ireland,Ireland,Boyd Rankin,3,0,33,0,11.00,5,1,3,1,0,2023
India Vs Ireland,Ireland,Peter Chase,4,0,42,1,10.50,5,2,3,1,0,2023
India Vs Ireland,Ireland,Stuart Thompson,1,0,17,0,17.00,2,0,2,3,0,2023
India Vs Ireland,Ireland,George Dockrell,4,0,30,0,7.50,3,1,1,0,0,2023
India Vs Ireland,Ireland,Paul Stirling,2,0,19,0,9.50,1,1,0,2,0,2023
India Vs Ireland,Ireland,Kevin O'Brien,4,0,40,3,10.00,7,3,2,3,0,2023
India Vs Ireland,India,Umesh Yadav,2,0,19,2,9.50,6,2,1,0,0,2023
India Vs Ireland,India,Siddarth Kaul,2,0,4,1,2.00,10,0,0,1,0,2023
India Vs Ireland,India,Hardik Pandya,2,0,10,1,5.00,6,1,0,1,0,2023
India Vs Ireland,India,Yuzvendra Chahal,4,0,21,3,5.25,12,2,0,1,0,2023
India Vs Ireland,India,Kuldeep Yadav,2.3,0,16,3,6.40,8,1,1,0,0,2023
India Vs Ireland,Ireland,Boyd Rankin,4,0,34,0,8.50,10,3,2,1,0,2023
India Vs Ireland,Ireland,Peter Chase,4,0,35,4,8.75,12,1,3,3,0,2023
India Vs Ireland,Ireland,Stuart Thompson,2,0,31,0,15.50,2,5,1,1,0,2023
India Vs Ireland,Ireland,Kevin O'Brien,3,0,36,1,12.00,3,3,2,1,0,2023
India Vs Ireland,Ireland,George Dockrell,4,0,40,0,10.00,5,2,3,0,0,2023
India Vs Ireland,Ireland,Simi Singh,1,0,12,0,12.00,0,0,1,0,0,2023
India Vs Ireland,Ireland,Paul Stirling,2,0,16,0,8.00,2,2,0,0,0,2023
India Vs Ireland,India,Bhuvneshwar Kumar,4,0,16,0,4.00,12,1,0,0,0,2023
India Vs Ireland,India,Jasprit Bumrah,4,1,19,2,4.75,15,3,0,1,0,2023
India Vs Ireland,India,Hardik Pandya,4,0,36,0,9.00,6,4,1,0,0,2023
India Vs Ireland,India,Yuzvendra Chahal,4,0,38,3,9.50,9,0,4,0,0,2023
India Vs Ireland,India,Kuldeep Yadav,4,1,21,4,5.25,11,0,1,0,0,2023
Bangladesh Vs India,India,Jaydev Unadkat,4,0,33,2,8.25,7,2,1,2,0,2023
Bangladesh Vs India,India,Washington Sundar,4,0,20,1,5.00,11,0,1,0,0,2023
Bangladesh Vs India,India,Yuzvendra Chahal,4,0,18,3,4.50,9,1,0,0,0,2023
Bangladesh Vs India,India,Shardul Thakur,4,0,45,0,11.25,8,7,1,1,0,2023
Bangladesh Vs India,India,Vijay Shankar,4,0,48,0,12.00,4,3,3,1,0,2023
Bangladesh Vs India,Bangladesh,Shakib Al Hasan,4,0,28,1,7.00,10,1,2,0,0,2023
Bangladesh Vs India,Bangladesh,Mehidy Hasan Miraz,1,0,17,0,17.00,2,1,2,0,0,2023
Bangladesh Vs India,Bangladesh,Rubel Hossain,4,0,35,2,8.75,10,3,2,0,0,2023
Bangladesh Vs India,Bangladesh,Nazmul Islam,4,0,32,1,8.00,7,3,1,1,0,2023
Bangladesh Vs India,Bangladesh,Mustafizur Rahman,4,1,21,1,5.25,12,2,0,0,0,2023
Bangladesh Vs India,Bangladesh,Soumya Sarkar,3,0,33,1,11.00,4,4,1,1,0,2023
India Vs Bangladesh,Bangladesh,Abu Hider,4,0,43,0,10.75,6,3,3,1,0,2023
India Vs Bangladesh,Bangladesh,Nazmul Islam,4,0,27,0,6.75,12,3,1,0,0,2023
India Vs Bangladesh,Bangladesh,Rubel Hossain,4,0,27,2,6.75,8,3,0,0,0,2023
India Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,38,0,9.50,6,3,2,0,0,2023
India Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,3,0,31,0,10.33,6,2,2,1,0,2023
India Vs Bangladesh,Bangladesh,Mahmudullah,1,0,9,0,9.00,0,1,0,0,0,2023
India Vs Bangladesh,India,Mohammed Siraj,4,0,50,1,12.50,8,8,1,2,1,2023
India Vs Bangladesh,India,Washington Sundar,4,0,22,3,5.50,13,3,0,1,0,2023
India Vs Bangladesh,India,Shardul Thakur,4,0,37,1,9.25,6,4,1,0,0,2023
India Vs Bangladesh,India,Yuzvendra Chahal,4,0,21,1,5.25,13,1,1,2,0,2023
India Vs Bangladesh,India,Vijay Shankar,4,0,28,0,7.00,6,2,0,0,0,2023
Sri Lanka Vs India,India,Jaydev Unadkat,3,0,33,1,11.00,6,0,3,1,0,2023
Sri Lanka Vs India,India,Washington Sundar,4,0,21,2,5.25,12,1,1,0,0,2023
Sri Lanka Vs India,India,Shardul Thakur,4,0,27,4,6.75,10,3,0,1,0,2023
Sri Lanka Vs India,India,Yuzvendra Chahal,4,0,34,1,8.50,10,1,2,2,1,2023
Sri Lanka Vs India,India,Vijay Shankar,3,0,30,1,10.00,6,1,2,1,0,2023
Sri Lanka Vs India,India,Suresh Raina,1,0,6,0,6.00,1,0,0,1,0,2023
Sri Lanka Vs India,Sri Lanka,Suranga Lakmal,2,0,19,0,9.50,4,2,1,0,0,2023
Sri Lanka Vs India,Sri Lanka,Akila Dananjaya,4,0,19,2,4.75,11,0,0,2,0,2023
Sri Lanka Vs India,Sri Lanka,Dushmantha Chameera,3,0,33,0,11.00,2,3,1,1,0,2023
Sri Lanka Vs India,Sri Lanka,Nuwan Pradeep,2.3,0,30,1,12.00,2,4,1,0,0,2023
Sri Lanka Vs India,Sri Lanka,Jeevan Mendis,4,0,34,1,8.50,5,3,0,1,0,2023
Sri Lanka Vs India,Sri Lanka,Thisara Perera,2,0,17,0,8.50,3,1,1,0,0,2023
Bangladesh Vs India,India,Jaydev Unadkat,4,0,38,3,9.50,9,2,2,4,0,2023
Bangladesh Vs India,India,Washington Sundar,4,0,23,0,5.75,13,3,0,2,0,2023
Bangladesh Vs India,India,Shardul Thakur,4,0,25,1,6.25,11,3,0,2,0,2023
Bangladesh Vs India,India,Yuzvendra Chahal,4,0,19,1,4.75,11,2,0,0,0,2023
Bangladesh Vs India,India,Vijay Shankar,4,0,32,2,8.00,11,2,1,3,2,2023
Bangladesh Vs India,Bangladesh,Mustafizur Rahman,4,0,31,1,7.75,6,4,0,0,0,2023
Bangladesh Vs India,Bangladesh,Taskin Ahmed,3,0,28,1,9.33,5,3,1,0,0,2023
Bangladesh Vs India,Bangladesh,Rubel Hossain,3.4,0,24,2,6.54,6,2,0,1,0,2023
Bangladesh Vs India,Bangladesh,Mehidy Hasan Miraz,4,0,21,0,5.25,11,1,1,0,0,2023
Bangladesh Vs India,Bangladesh,Soumya Sarkar,1,0,8,0,8.00,2,1,0,1,0,2023
Bangladesh Vs India,Bangladesh,Mahmudullah,1,0,11,0,11.00,1,0,1,0,0,2023
Bangladesh Vs India,Bangladesh,Nazmul Islam,2,0,15,0,7.50,3,2,0,0,0,2023
India Vs Sri Lanka,Sri Lanka,Dushmantha Chameera,4,0,33,2,8.25,11,3,2,1,0,2023
India Vs Sri Lanka,Sri Lanka,Nuwan Pradeep,3,0,38,1,12.66,4,4,2,2,0,2023
India Vs Sri Lanka,Sri Lanka,Akila Dananjaya,4,0,37,0,9.25,6,2,2,1,0,2023
India Vs Sri Lanka,Sri Lanka,Thisara Perera,3,0,25,0,8.33,3,3,0,0,0,2023
India Vs Sri Lanka,Sri Lanka,Jeevan Mendis,3,0,21,1,7.00,6,0,1,1,0,2023
India Vs Sri Lanka,Sri Lanka,Danushka Gunathilaka,3,0,16,1,5.33,7,0,1,0,0,2023
India Vs Sri Lanka,India,Jaydev Unadkat,3,0,35,1,11.66,8,4,2,2,0,2023
India Vs Sri Lanka,India,Washington Sundar,4,0,28,2,7.00,14,1,2,1,0,2023
India Vs Sri Lanka,India,Shardul Thakur,3.3,0,42,0,12.00,7,6,1,1,1,2023
India Vs Sri Lanka,India,Yuzvendra Chahal,4,0,37,2,9.25,8,2,2,1,0,2023
India Vs Sri Lanka,India,Vijay Shankar,2,0,15,0,7.50,2,0,0,1,0,2023
India Vs Sri Lanka,India,Suresh Raina,2,0,14,0,7.00,4,0,1,0,0,2023
India Vs South Africa,South Africa,Chris Morris,4,0,43,2,10.75,6,4,1,1,1,2023
India Vs South Africa,South Africa,Junior Dala,4,0,35,3,8.75,8,3,1,1,0,2023
India Vs South Africa,South Africa,Jean-Paul Duminy,3,0,22,0,7.33,4,2,0,0,0,2023
India Vs South Africa,South Africa,Andile Phehlukwayo,3,0,26,0,8.66,4,2,0,3,0,2023
India Vs South Africa,South Africa,Tabraiz Shamsi,4,0,31,1,7.75,5,2,1,0,0,2023
India Vs South Africa,South Africa,Aaron Phangiso,2,0,13,0,6.50,3,1,0,0,0,2023
India Vs South Africa,India,Bhuvneshwar Kumar,4,0,24,2,6.00,10,2,0,1,0,2023
India Vs South Africa,India,Jasprit Bumrah,4,0,39,1,9.75,7,3,2,1,0,2023
India Vs South Africa,India,Shardul Thakur,4,0,35,1,8.75,11,5,1,0,0,2023
India Vs South Africa,India,Hardik Pandya,4,0,22,1,5.50,10,0,1,0,0,2023
India Vs South Africa,India,Suresh Raina,3,0,27,1,9.00,4,4,0,0,0,2023
India Vs South Africa,India,Axar Patel,1,0,16,0,16.00,1,0,2,0,0,2023
India Vs South Africa,South Africa,Chris Morris,4,1,42,0,10.50,11,3,4,0,0,2023
India Vs South Africa,South Africa,Junior Dala,4,1,28,2,7.00,14,5,0,0,0,2023
India Vs South Africa,South Africa,Dane Paterson,4,0,51,0,12.75,4,7,1,0,0,2023
India Vs South Africa,South Africa,Jean-Paul Duminy,2,0,13,1,6.50,4,1,0,1,0,2023
India Vs South Africa,South Africa,Tabraiz Shamsi,2,0,24,0,12.00,3,1,2,0,0,2023
India Vs South Africa,South Africa,Andile Phehlukwayo,2,0,15,1,7.50,3,1,0,0,0,2023
India Vs South Africa,South Africa,JJ Smuts,2,0,15,0,7.50,3,0,1,0,0,2023
India Vs South Africa,India,Bhuvneshwar Kumar,3,0,19,0,6.33,7,2,0,0,0,2023
India Vs South Africa,India,Shardul Thakur,4,0,31,1,7.75,6,3,0,1,0,2023
India Vs South Africa,India,Jaydev Unadkat,3.4,0,42,2,11.45,9,2,4,2,0,2023
India Vs South Africa,India,Hardik Pandya,4,0,31,1,7.75,6,3,0,1,0,2023
India Vs South Africa,India,Yuzvendra Chahal,4,0,64,0,16.00,4,2,7,1,0,2023
India Vs South Africa,South Africa,Dane Paterson,4,0,48,0,12.00,3,3,3,1,0,2023
India Vs South Africa,South Africa,Junior Dala,4,0,47,2,11.75,8,6,2,3,0,2023
India Vs South Africa,South Africa,Chris Morris,4,0,39,1,9.75,8,6,0,3,0,2023
India Vs South Africa,South Africa,Tabraiz Shamsi,4,0,37,1,9.25,8,2,2,1,0,2023
India Vs South Africa,South Africa,JJ Smuts,2,0,14,0,7.00,2,1,0,0,0,2023
India Vs South Africa,South Africa,Andile Phehlukwayo,2,0,16,1,8.00,4,2,0,1,0,2023
India Vs South Africa,India,Bhuvneshwar Kumar,4,0,24,5,6.00,10,1,1,0,0,2023
India Vs South Africa,India,Jaydev Unadkat,4,0,33,1,8.25,11,5,0,1,0,2023
India Vs South Africa,India,Jasprit Bumrah,4,0,32,0,8.00,9,3,1,0,1,2023
India Vs South Africa,India,Hardik Pandya,4,0,45,1,11.25,5,4,2,3,0,2023
India Vs South Africa,India,Yuzvendra Chahal,4,0,39,1,9.75,5,4,1,1,0,2023
